"","YEAR","WEEK","subtype","inci"
"620",2007,51,"inci.A.H3",76464.94082484
"621",2007,51,"inci.B",50838.1790166237
"622",2007,52,"inci.A.H1",325065.805127592
"623",2007,52,"inci.A.H3",109762.479653473
"624",2007,52,"inci.B",103301.747213181
"625",2008,1,"inci.A.H1",293794.620595587
"626",2008,1,"inci.A.H3",182872.161799294
"627",2008,1,"inci.B",106925.253073904
"628",2008,2,"inci.A.H1",384535.519354377
"629",2008,2,"inci.A.H3",335889.459677016
"630",2008,2,"inci.B",139796.751883473
"631",2008,3,"inci.A.H1",493274.646430291
"632",2008,3,"inci.A.H3",515925.012848008
"633",2008,3,"inci.B",191053.196366997
"634",2008,4,"inci.A.H1",678436.687876259
"635",2008,4,"inci.A.H3",1243800.59443981
"636",2008,4,"inci.B",363207.265498395
"637",2008,5,"inci.A.H1",883360.423468817
"638",2008,5,"inci.A.H3",2279288.00623436
"639",2008,5,"inci.B",658261.735605202
"640",2008,6,"inci.A.H1",996771.189323449
"641",2008,6,"inci.A.H3",3163338.00083404
"642",2008,6,"inci.B",981705.543477916
"643",2008,7,"inci.A.H1",787816.794287426
"644",2008,7,"inci.A.H3",3264369.58821077
"645",2008,7,"inci.B",1174939.13014713
"646",2008,8,"inci.A.H1",585192.376807411
"647",2008,8,"inci.A.H3",3018849.56289537
"648",2008,8,"inci.B",1280017.9770439
"649",2008,9,"inci.A.H1",311189.951982606
"650",2008,9,"inci.A.H3",2116606.03703872
"651",2008,9,"inci.B",1128018.40621853
"652",2008,10,"inci.A.H1",166127.425096067
"653",2008,10,"inci.A.H3",1433702.43576058
"654",2008,10,"inci.B",1004965.58741312
"655",2008,11,"inci.A.H1",144779.675970066
"656",2008,11,"inci.A.H3",1015555.98796394
"657",2008,11,"inci.B",864920.049018199
"658",2008,12,"inci.A.H1",82173.5087758912
"659",2008,12,"inci.A.H3",754849.673639
"660",2008,12,"inci.B",730978.659304301
"661",2008,13,"inci.A.H1",33200.9852844414
"662",2008,13,"inci.A.H3",454598.106202352
"663",2008,13,"inci.B",621344.088664325
"664",2008,14,"inci.A.H1",32611.2891671429
"665",2008,14,"inci.A.H3",298936.817365477
"666",2008,14,"inci.B",436652.274325177
"667",2008,15,"inci.A.H1",16095.9995224921
"668",2008,15,"inci.A.H3",150229.328876593
"669",2008,15,"inci.B",335880.274825336
"670",2008,16,"inci.A.H1",0
"671",2008,16,"inci.A.H3",107873.100289634
"672",2008,16,"inci.B",219498.308415429
"673",2008,17,"inci.A.H1",17231.419120473
"674",2008,17,"inci.A.H3",37909.1220650405
"675",2008,17,"inci.B",120390.181588371
"676",2008,18,"inci.A.H1",5200.2522178886
"677",2008,18,"inci.A.H3",46802.2699609974
"678",2008,18,"inci.B",87408.4947262127
"679",2008,19,"inci.A.H1",0
"680",2008,19,"inci.A.H3",23972.0621467188
"681",2008,19,"inci.B",46854.4851049503
"682",2008,20,"inci.A.H1",0
"683",2008,20,"inci.A.H3",22007.7823180161
"684",2008,20,"inci.B",24453.0914644624
"685",2008,21,"inci.A.H1",3992.41368372353
"686",2008,21,"inci.A.H3",15969.6547348941
"687",2008,21,"inci.B",21387.9304485189
"688",2008,22,"inci.A.H1",0
"689",2008,22,"inci.A.H3",15475.2979672527
"690",2008,22,"inci.B",17194.7755191696
"691",2008,23,"inci.A.H1",0
"692",2008,23,"inci.A.H3",17510.3767144749
"693",2008,23,"inci.B",7295.99029769788
"694",2008,24,"inci.A.H1",NA
"695",2008,24,"inci.A.H3",NA
"696",2008,24,"inci.B",12570.2842831829
"697",2008,25,"inci.A.H1",0
"698",2008,25,"inci.A.H3",9146.3480575745
"699",2008,25,"inci.B",3658.5392230298
"700",2008,26,"inci.A.H1",NA
"701",2008,26,"inci.A.H3",NA
"702",2008,26,"inci.B",11375.4313783756
"703",2008,27,"inci.A.H1",NA
"704",2008,27,"inci.A.H3",NA
"705",2008,27,"inci.B",5939.32210559922
"706",2008,28,"inci.A.H1",1870.59795590888
"707",2008,28,"inci.A.H3",1870.59795590888
"708",2008,28,"inci.B",7482.39182363551
"709",2008,29,"inci.A.H1",NA
"710",2008,29,"inci.A.H3",NA
"711",2008,29,"inci.B",3888.11866765306
"712",2008,30,"inci.A.H1",3143.34121855988
"713",2008,30,"inci.A.H3",15716.7060927994
"714",2008,30,"inci.B",0
"715",2008,31,"inci.A.H1",0
"716",2008,31,"inci.A.H3",6102.37385868004
"717",2008,31,"inci.B",8136.49847824005
"718",2008,32,"inci.A.H1",12473.4882730486
"719",2008,32,"inci.A.H3",0
"720",2008,32,"inci.B",2078.91471217477
"721",2008,33,"inci.A.H1",NA
"722",2008,33,"inci.A.H3",NA
"723",2008,33,"inci.B",2291.39992158449
"724",2008,34,"inci.A.H1",3115.74094300061
"725",2008,34,"inci.A.H3",3115.74094300061
"726",2008,34,"inci.B",6231.48188600123
"727",2008,35,"inci.A.H1",NA
"728",2008,35,"inci.A.H3",NA
"729",2008,35,"inci.B",5848.8847758275
"730",2008,36,"inci.A.H1",11469.5577541835
"731",2008,36,"inci.A.H3",0
"732",2008,36,"inci.B",0
"733",2008,37,"inci.A.H1",0
"734",2008,37,"inci.A.H3",14938.4062189903
"735",2008,37,"inci.B",3319.64582644228
"736",2008,38,"inci.A.H1",15235.4576185688
"737",2008,38,"inci.A.H3",15235.4576185688
"738",2008,38,"inci.B",5377.22033596546
"739",2008,39,"inci.A.H1",15634.6930576903
"740",2008,39,"inci.A.H3",0
"741",2008,39,"inci.B",3126.93861153806
"742",2008,40,"inci.A.H1",12422.2527502962
"743",2008,40,"inci.A.H3",0
"744",2008,40,"inci.B",6775.77422743428
"745",2008,41,"inci.A.H1",10320.4508380252
"746",2008,41,"inci.A.H3",8256.36067042017
"747",2008,41,"inci.B",6556.52170886308
"748",2008,42,"inci.A.H1",26469.8950869605
"749",2008,42,"inci.A.H3",6108.43732776011
"750",2008,42,"inci.B",6305.48369317173
"751",2008,43,"inci.A.H1",44250.8291749561
"752",2008,43,"inci.A.H3",0
"753",2008,43,"inci.B",14429.6182092248
"754",2008,44,"inci.A.H1",30138.5680253497
"755",2008,44,"inci.A.H3",6955.05415969609
"756",2008,44,"inci.B",6015.18197595337
"757",2008,45,"inci.A.H1",47320.5958493211
"758",2008,45,"inci.A.H3",4301.87234993828
"759",2008,45,"inci.B",10499.4850574765
"760",2008,46,"inci.A.H1",40946.5507341241
"761",2008,46,"inci.A.H3",3275.72405872993
"762",2008,46,"inci.B",10613.345950285
"763",2008,47,"inci.A.H1",45616.7784504096
"764",2008,47,"inci.A.H3",1824.67113801638
"765",2008,47,"inci.B",21266.856712053
"766",2008,48,"inci.A.H1",87415.2030883788
"767",2008,48,"inci.A.H3",2185.38007720947
"768",2008,48,"inci.B",20134.962509121
"769",2008,49,"inci.A.H1",76501.0338791392
"770",2008,49,"inci.A.H3",10200.1378505519
"771",2008,49,"inci.B",14317.6246893068
"772",2008,50,"inci.A.H1",97940.8984840611
"773",2008,50,"inci.A.H3",14403.0733064796
"774",2008,50,"inci.B",32098.2776544402
"775",2008,51,"inci.A.H1",136244.424546229
"776",2008,51,"inci.A.H3",31958.5687207204
"777",2008,51,"inci.B",47381.1248639295
"778",2008,52,"inci.A.H1",218241.020519457
"779",2008,52,"inci.A.H3",43648.2041038914
"780",2008,52,"inci.B",49104.2296168778
"781",2008,53,"inci.A.H1",254185.630437713
"782",2008,53,"inci.A.H3",40584.2603219878
"783",2008,53,"inci.B",46788.8715491588
"784",2009,1,"inci.A.H1",287764.239923033
"785",2009,1,"inci.A.H3",57225.8431665123
"786",2009,1,"inci.B",53439.6403217139
"787",2009,2,"inci.A.H1",420470.215076777
"788",2009,2,"inci.A.H3",50781.4269416398
"789",2009,2,"inci.B",73879.6333757944
"790",2009,3,"inci.A.H1",719371.184091519
"791",2009,3,"inci.A.H3",100791.017551284
"792",2009,3,"inci.B",143622.874020399
"793",2009,4,"inci.A.H1",1048139.20809926
"794",2009,4,"inci.A.H3",150798.003296696
"795",2009,4,"inci.B",287654.330945755
"796",2009,5,"inci.A.H1",1460438.20891425
"797",2009,5,"inci.A.H3",118472.126091864
"798",2009,5,"inci.B",512865.910236027
"799",2009,6,"inci.A.H1",1682471.98199263
"800",2009,6,"inci.A.H3",137015.682365867
"801",2009,6,"inci.B",762413.636348449
"802",2009,7,"inci.A.H1",1522668.66010545
"803",2009,7,"inci.A.H3",131700.014440401
"804",2009,7,"inci.B",777102.540868916
"805",2009,8,"inci.A.H1",1302383.05339496
"806",2009,8,"inci.A.H3",106843.305653335
"807",2009,8,"inci.B",916673.498375855
"808",2009,9,"inci.A.H1",1100722.87982733
"809",2009,9,"inci.A.H3",138342.219869009
"810",2009,9,"inci.B",962892.905153244
"811",2009,10,"inci.A.H1",722047.646174571
"812",2009,10,"inci.A.H3",130266.327918093
"813",2009,10,"inci.B",834246.488927566
"814",2009,11,"inci.A.H1",564599.761022744
"815",2009,11,"inci.A.H3",99356.9411855667
"816",2009,11,"inci.B",714492.048395126
"817",2009,12,"inci.A.H1",399745.451885067
"818",2009,12,"inci.A.H3",67121.4378165224
"819",2009,12,"inci.B",492630.447160038
"820",2009,13,"inci.A.H1",233643.601057851
"821",2009,13,"inci.A.H3",51708.0100701802
"822",2009,13,"inci.B",411883.671108351
"823",2009,14,"inci.A.H1",179004.917524837
"824",2009,14,"inci.A.H3",61423.2560134245
"825",2009,14,"inci.B",248532.493994608
"826",2009,15,"inci.A.H1",73298.8832016778
"827",2009,15,"inci.A.H3",54504.2977653502
"828",2009,15,"inci.B",156580.056151657
"829",2009,16,"inci.A.H1",118049.887275716
"830",2009,16,"inci.A.H3",76628.8741965175
"831",2009,16,"inci.B",104259.241925888
"832",2009,17,"inci.A.H1",643278.400791223
"833",2009,17,"inci.A.H3",292541.490632195
"834",2009,17,"inci.B",201685.321427461
"835",2009,18,"inci.A.H1",783180.407136396
"836",2009,18,"inci.A.H3",232971.386932979
"837",2009,18,"inci.B",104607.026460012
"838",2009,19,"inci.A.H1",1044072.55165391
"839",2009,19,"inci.A.H3",164100.010755731
"840",2009,19,"inci.B",55672.325778161
"841",2009,20,"inci.A.H1",2752266.87429372
"842",2009,20,"inci.A.H3",308253.889920897
"843",2009,20,"inci.B",70539.8837848723
"844",2009,21,"inci.A.H1",3907712.43459486
"845",2009,21,"inci.A.H3",373802.573982642
"846",2009,21,"inci.B",40202.0188598826
"847",2009,22,"inci.A.H1",3446434.2720813
"848",2009,22,"inci.A.H3",380254.569424032
"849",2009,22,"inci.B",17240.5729671725
"850",2009,23,"inci.A.H1",3002984.86004072
"851",2009,23,"inci.A.H3",190170.118736038
"852",2009,23,"inci.B",8385.38597367847
"853",2009,24,"inci.A.H1",2597796.70358306
"854",2009,24,"inci.A.H3",124752.949042124
"855",2009,24,"inci.B",3996.56611867993
"856",2009,25,"inci.A.H1",1859704.99385933
"857",2009,25,"inci.A.H3",43143.3392958818
"858",2009,25,"inci.B",2607.83234329174
"859",2009,26,"inci.A.H1",1493153.94676603
"860",2009,26,"inci.A.H3",23101.6271009085
"861",2009,26,"inci.B",3066.6827555818
"862",2009,27,"inci.A.H1",1262758.06878038
"863",2009,27,"inci.A.H3",20633.3017774573
"864",2009,27,"inci.B",2622.98966245398
"865",2009,28,"inci.A.H1",988151.375623062
"866",2009,28,"inci.A.H3",13479.016882911
"867",2009,28,"inci.B",1113.74765660412
"868",2009,29,"inci.A.H1",937339.080085892
"869",2009,29,"inci.A.H3",7872.66418969779
"870",2009,29,"inci.B",1211.29228228397
"871",2009,30,"inci.A.H1",965421.085323867
"872",2009,30,"inci.A.H3",5325.79334932926
"873",2009,30,"inci.B",1536.59972880601
"874",2009,31,"inci.A.H1",803312.646321132
"875",2009,31,"inci.A.H3",3796.88624189596
"876",2009,31,"inci.B",810.350936308261
"877",2009,32,"inci.A.H1",797639.342880163
"878",2009,32,"inci.A.H3",4337.94340111577
"879",2009,32,"inci.B",2079.8166138
"880",2009,33,"inci.A.H1",1215507.47523362
"881",2009,33,"inci.A.H3",11431.1047827613
"882",2009,33,"inci.B",503.669367822816
"883",2009,34,"inci.A.H1",1647921.70123417
"884",2009,34,"inci.A.H3",13702.2314404172
"885",2009,34,"inci.B",9781.93052987395
"886",2009,35,"inci.A.H1",2528768.58127335
"887",2009,35,"inci.A.H3",15385.2070763312
"888",2009,35,"inci.B",877.89985795365
"889",2009,36,"inci.A.H1",2897210.68470461
"890",2009,36,"inci.A.H3",8138.2322604062
"891",2009,36,"inci.B",8147.36095615539
"892",2009,37,"inci.A.H1",3209786.64912526
"893",2009,37,"inci.A.H3",1304.79132078262
"894",2009,37,"inci.B",3011.57462175478
"895",2009,38,"inci.A.H1",3317526.45802958
"896",2009,38,"inci.A.H3",7603.19279915106
"897",2009,38,"inci.B",8076.04905257586
"898",2009,39,"inci.A.H1",4507500.38711688
"899",2009,39,"inci.A.H3",5204.96580498485
"900",2009,39,"inci.B",11008.8359900513
"901",2009,40,"inci.A.H1",5820933.28458198
"902",2009,40,"inci.A.H3",1884.1020503583
"903",2009,40,"inci.B",15244.8778355914
"904",2009,41,"inci.A.H1",7862249.74611016
"905",2009,41,"inci.A.H3",0
"906",2009,41,"inci.B",13006.2030539457
"907",2009,42,"inci.A.H1",9198139.23211963
"908",2009,42,"inci.A.H3",4574.36802870481
"909",2009,42,"inci.B",23793.0706313926
"910",2009,43,"inci.A.H1",8067069.120095
"911",2009,43,"inci.A.H3",2024.61265405823
"912",2009,43,"inci.B",13743.5721327256
"913",2009,44,"inci.A.H1",6008051.7804507
"914",2009,44,"inci.A.H3",1934.02600368605
"915",2009,44,"inci.B",18725.1277885117
"916",2009,45,"inci.A.H1",4189294.74838609
"917",2009,45,"inci.A.H3",1740.46312770506
"918",2009,45,"inci.B",9775.82355234807
"919",2009,46,"inci.A.H1",2292715.63341889
"920",2009,46,"inci.A.H3",0
"921",2009,46,"inci.B",7608.56957992994
"922",2009,47,"inci.A.H1",1535115.63806829
"923",2009,47,"inci.A.H3",3122.26909437618
"924",2009,47,"inci.B",3980.94696470669
"925",2009,48,"inci.A.H1",862646.054495613
"926",2009,48,"inci.A.H3",0
"927",2009,48,"inci.B",18753.1750977307
"928",2009,49,"inci.A.H1",568005.589236498
"929",2009,49,"inci.A.H3",2700.50200904833
"930",2009,49,"inci.B",10717.4852816065
"931",2009,50,"inci.A.H1",453505.721885705
"932",2009,50,"inci.A.H3",2742.97815656676
"933",2009,50,"inci.B",8946.05294200533
"934",2009,51,"inci.A.H1",410095.10064832
"935",2009,51,"inci.A.H3",0
"936",2009,51,"inci.B",3877.96785483045
"937",2009,52,"inci.A.H1",392157.390937849
"938",2009,52,"inci.A.H3",1260.95624095771
"939",2009,52,"inci.B",7714.08523880012
"940",2010,1,"inci.A.H1",236932.273492946
"941",2010,1,"inci.A.H3",871.074534900535
"942",2010,1,"inci.B",7108.25225083236
"943",2010,2,"inci.A.H1",258384.887392154
"944",2010,2,"inci.A.H3",2839.39436694675
"945",2010,2,"inci.B",7077.50517081308
"946",2010,3,"inci.A.H1",332618.992494162
"947",2010,3,"inci.A.H3",1026.60182868569
"948",2010,3,"inci.B",700.936122526991
"949",2010,4,"inci.A.H1",293553.35972952
"950",2010,4,"inci.A.H3",3122.90808222894
"951",2010,4,"inci.B",6372.52126564617
"952",2010,5,"inci.A.H1",324073.422172946
"953",2010,5,"inci.A.H3",0
"954",2010,5,"inci.B",7808.99812464931
"955",2010,6,"inci.A.H1",278852.692666666
"956",2010,6,"inci.A.H3",0
"957",2010,6,"inci.B",6971.31731666666
"958",2010,7,"inci.A.H1",286011.432875468
"959",2010,7,"inci.A.H3",0
"960",2010,7,"inci.B",5094.35122170044
"961",2010,8,"inci.A.H1",330238.694106073
"962",2010,8,"inci.A.H3",985.787146585292
"963",2010,8,"inci.B",2284.30676725971
"964",2010,9,"inci.A.H1",346169.811879366
"965",2010,9,"inci.A.H3",0
"966",2010,9,"inci.B",4564.87664016746
"967",2010,10,"inci.A.H1",370964.896177548
"968",2010,10,"inci.A.H3",0
"969",2010,10,"inci.B",9984.56242299819
"970",2010,11,"inci.A.H1",294903.259944225
"971",2010,11,"inci.A.H3",1125.58496161918
"972",2010,11,"inci.B",3235.28792246825
"973",2010,12,"inci.A.H1",194233.460708707
"974",2010,12,"inci.A.H3",1079.07478171504
"975",2010,12,"inci.B",8989.27987612821
"976",2010,13,"inci.A.H1",188350.630584896
"977",2010,13,"inci.A.H3",1134.64235292106
"978",2010,13,"inci.B",5121.22359291398
"979",2010,14,"inci.A.H1",100961.939479055
"980",2010,14,"inci.A.H3",989.822936069167
"981",2010,14,"inci.B",790.323739652125
"982",2010,15,"inci.A.H1",65112.0687640071
"983",2010,15,"inci.A.H3",2170.40229213357
"984",2010,15,"inci.B",7082.3653743306
"985",2010,16,"inci.A.H1",29652.6885174524
"986",2010,16,"inci.A.H3",2965.26885174524
"987",2010,16,"inci.B",12471.5719352815
"988",2010,17,"inci.A.H1",21753.9107063934
"989",2010,17,"inci.A.H3",0
"990",2010,17,"inci.B",3955.25649207153
"991",2010,18,"inci.A.H1",23157.4525941693
"992",2010,18,"inci.A.H3",1286.52514412052
"993",2010,18,"inci.B",3333.26969158497
"994",2010,19,"inci.A.H1",12901.6868745347
"995",2010,19,"inci.A.H3",4300.56229151157
"996",2010,19,"inci.B",4914.92833315608
"997",2010,20,"inci.A.H1",12663.5792174617
"998",2010,20,"inci.A.H3",1809.08274535167
"999",2010,20,"inci.B",3618.16549070334
"1000",2010,21,"inci.A.H1",NA
"1001",2010,21,"inci.A.H3",NA
"1002",2010,21,"inci.B",2485.59269156846
"1003",2010,22,"inci.A.H1",5205.11097349586
"1004",2010,22,"inci.A.H3",1735.03699116529
"1005",2010,22,"inci.B",3470.07398233058
"1006",2010,23,"inci.A.H1",2042.54435620385
"1007",2010,23,"inci.A.H3",2042.54435620385
"1008",2010,23,"inci.B",4085.0887124077
"1009",2010,24,"inci.A.H1",1671.42082840221
"1010",2010,24,"inci.A.H3",6685.68331360882
"1011",2010,24,"inci.B",4178.55207100552
"1012",2010,25,"inci.A.H1",4942.31610051342
"1013",2010,25,"inci.A.H3",6589.75480068456
"1014",2010,25,"inci.B",0
"1015",2010,26,"inci.A.H1",2215.54456511075
"1016",2010,26,"inci.A.H3",2215.54456511075
"1017",2010,26,"inci.B",1477.02971007383
"1018",2010,27,"inci.A.H1",1707.57120661498
"1019",2010,27,"inci.A.H3",6830.28482645993
"1020",2010,27,"inci.B",0
"1021",2010,28,"inci.A.H1",2954.88378269221
"1022",2010,28,"inci.A.H3",10342.0932394227
"1023",2010,28,"inci.B",2954.88378269221
"1024",2010,29,"inci.A.H1",4291.83466870051
"1025",2010,29,"inci.A.H3",2861.22311246701
"1026",2010,29,"inci.B",4291.83466870051
"1027",2010,30,"inci.A.H1",1724.15254081262
"1028",2010,30,"inci.A.H3",22413.9830305641
"1029",2010,30,"inci.B",6705.03765871576
"1030",2010,31,"inci.A.H1",7390.67605924466
"1031",2010,31,"inci.A.H3",16629.0211333005
"1032",2010,31,"inci.B",1601.31314616968
"1033",2010,32,"inci.A.H1",11025.3701952248
"1034",2010,32,"inci.A.H3",15750.5288503212
"1035",2010,32,"inci.B",14092.5784450242
"1036",2010,33,"inci.A.H1",7271.87445068227
"1037",2010,33,"inci.A.H3",15998.123791501
"1038",2010,33,"inci.B",4363.12467040936
"1039",2010,34,"inci.A.H1",15125.804293339
"1040",2010,34,"inci.A.H3",27226.4477280103
"1041",2010,34,"inci.B",7473.92682729693
"1042",2010,35,"inci.A.H1",10217.8404995866
"1043",2010,35,"inci.A.H3",20435.6809991733
"1044",2010,35,"inci.B",5108.92024979332
"1045",2010,36,"inci.A.H1",15795.0330631426
"1046",2010,36,"inci.A.H3",28080.0587789202
"1047",2010,36,"inci.B",5484.38648025785
"1048",2010,37,"inci.A.H1",7651.41251427306
"1049",2010,37,"inci.A.H3",39532.2979904108
"1050",2010,37,"inci.B",6434.1423415478
"1051",2010,38,"inci.A.H1",0
"1052",2010,38,"inci.A.H3",44155.595442273
"1053",2010,38,"inci.B",10189.7527943707
"1054",2010,39,"inci.A.H1",3012.88830785669
"1055",2010,39,"inci.A.H3",30128.8830785669
"1056",2010,39,"inci.B",11047.2571288079
"1057",2010,40,"inci.A.H1",14777.8921159506
"1058",2010,40,"inci.A.H3",38000.2940124445
"1059",2010,40,"inci.B",22479.5977954275
"1060",2010,41,"inci.A.H1",23657.6048219978
"1061",2010,41,"inci.A.H3",65513.3671993786
"1062",2010,41,"inci.B",34892.989051843
"1063",2010,42,"inci.A.H1",16423.105386012
"1064",2010,42,"inci.A.H3",71851.0860638027
"1065",2010,42,"inci.B",42258.9214387411
"1066",2010,43,"inci.A.H1",19907.1840802915
"1067",2010,43,"inci.A.H3",85754.0237304864
"1068",2010,43,"inci.B",48196.3404049162
"1069",2010,44,"inci.A.H1",22409.8123048718
"1070",2010,44,"inci.A.H3",113916.545883098
"1071",2010,44,"inci.B",102486.48204202
"1072",2010,45,"inci.A.H1",26395.5036561549
"1073",2010,45,"inci.A.H3",139016.319255749
"1074",2010,45,"inci.B",144182.498046205
"1075",2010,46,"inci.A.H1",37108.410432236
"1076",2010,46,"inci.A.H3",198449.325355001
"1077",2010,46,"inci.B",223308.733526301
"1078",2010,47,"inci.A.H1",23821.3641725253
"1079",2010,47,"inci.A.H3",335664.676976493
"1080",2010,47,"inci.B",295850.313367981
"1081",2010,48,"inci.A.H1",52612.8985911971
"1082",2010,48,"inci.A.H3",264567.71863002
"1083",2010,48,"inci.B",244709.081535657
"1084",2010,49,"inci.A.H1",61775.1135006984
"1085",2010,49,"inci.A.H3",462026.369723973
"1086",2010,49,"inci.B",304650.018385831
"1087",2010,50,"inci.A.H1",122615.831438012
"1088",2010,50,"inci.A.H3",813991.844847523
"1089",2010,50,"inci.B",559076.388267356
"1090",2010,51,"inci.A.H1",216645.022890682
"1091",2010,51,"inci.A.H3",1526186.81304239
"1092",2010,51,"inci.B",884901.352216571
"1093",2010,52,"inci.A.H1",330502.837772302
"1094",2010,52,"inci.A.H3",1702844.57024815
"1095",2010,52,"inci.B",764274.431784951
"1096",2011,1,"inci.A.H1",378384.059775077
"1097",2011,1,"inci.A.H3",1267477.24069166
"1098",2011,1,"inci.B",457895.264526738
"1099",2011,2,"inci.A.H1",668506.144549863
"1100",2011,2,"inci.A.H3",1459431.72670132
"1101",2011,2,"inci.B",518901.064894514
"1102",2011,3,"inci.A.H1",1066839.43477334
"1103",2011,3,"inci.A.H3",1842606.09106885
"1104",2011,3,"inci.B",726136.454917165
"1105",2011,4,"inci.A.H1",1379200.30343312
"1106",2011,4,"inci.A.H3",1957077.52554197
"1107",2011,4,"inci.B",933197.712162241
"1108",2011,5,"inci.A.H1",1705469.28610059
"1109",2011,5,"inci.A.H3",2051827.7926198
"1110",2011,5,"inci.B",1118751.33625307
"1111",2011,6,"inci.A.H1",1613945.70986844
"1112",2011,6,"inci.A.H3",1895462.68057162
"1113",2011,6,"inci.B",1059121.45526871
"1114",2011,7,"inci.A.H1",1733223.88760085
"1115",2011,7,"inci.A.H3",1900252.44660149
"1116",2011,7,"inci.B",1127860.37517422
"1117",2011,8,"inci.A.H1",1354886.92830474
"1118",2011,8,"inci.A.H3",1430158.42432167
"1119",2011,8,"inci.B",971096.03375679
"1120",2011,9,"inci.A.H1",990867.889649107
"1121",2011,9,"inci.A.H3",1035529.64987438
"1122",2011,9,"inci.B",666171.597225275
"1123",2011,10,"inci.A.H1",686498.25187086
"1124",2011,10,"inci.A.H3",824951.680819605
"1125",2011,10,"inci.B",503331.037826078
"1126",2011,11,"inci.A.H1",453153.995490327
"1127",2011,11,"inci.A.H3",603874.799242034
"1128",2011,11,"inci.B",414131.671144272
"1129",2011,12,"inci.A.H1",258951.324180008
"1130",2011,12,"inci.A.H3",417853.273108649
"1131",2011,12,"inci.B",287730.540836853
"1132",2011,13,"inci.A.H1",176155.902381046
"1133",2011,13,"inci.A.H3",296738.811749024
"1134",2011,13,"inci.B",224567.506061767
"1135",2011,14,"inci.A.H1",85257.679832424
"1136",2011,14,"inci.A.H3",203834.452932692
"1137",2011,14,"inci.B",192223.564718166
"1138",2011,15,"inci.A.H1",44580.6452687393
"1139",2011,15,"inci.A.H3",136649.36919331
"1140",2011,15,"inci.B",119566.690039277
"1141",2011,16,"inci.A.H1",34874.1822998276
"1142",2011,16,"inci.A.H3",69748.3645996551
"1143",2011,16,"inci.B",75609.5717088699
"1144",2011,17,"inci.A.H1",16561.6217942919
"1145",2011,17,"inci.A.H3",46372.5410240174
"1146",2011,17,"inci.B",56640.7465364784
"1147",2011,18,"inci.A.H1",13664.5208125037
"1148",2011,18,"inci.A.H3",28571.2707897805
"1149",2011,18,"inci.B",23997.6088649342
"1150",2011,19,"inci.A.H1",3411.17651104005
"1151",2011,19,"inci.A.H3",18761.4708107203
"1152",2011,19,"inci.B",15837.6052298288
"1153",2011,20,"inci.A.H1",4609.04358733916
"1154",2011,20,"inci.A.H3",9218.08717467832
"1155",2011,20,"inci.B",13827.1307620175
"1156",2011,21,"inci.A.H1",6636.04277463936
"1157",2011,21,"inci.A.H3",8848.05703285248
"1158",2011,21,"inci.B",5955.42300288148
"1159",2011,22,"inci.A.H1",9970.56384327499
"1160",2011,22,"inci.A.H3",0
"1161",2011,22,"inci.B",8546.19757994999
"1162",2011,23,"inci.A.H1",NA
"1163",2011,23,"inci.A.H3",NA
"1164",2011,23,"inci.B",5419.07899327705
"1165",2011,24,"inci.A.H1",8195.17481725714
"1166",2011,24,"inci.A.H3",4097.58740862857
"1167",2011,24,"inci.B",0
"1168",2011,25,"inci.A.H1",NA
"1169",2011,25,"inci.A.H3",NA
"1170",2011,25,"inci.B",3967.61987485942
"1171",2011,26,"inci.A.H1",4983.9702116473
"1172",2011,26,"inci.A.H3",0
"1173",2011,26,"inci.B",1661.32340388243
"1174",2011,27,"inci.A.H1",4745.26496544376
"1175",2011,27,"inci.A.H3",2372.63248272188
"1176",2011,27,"inci.B",1779.47436204141
"1177",2011,28,"inci.A.H1",0
"1178",2011,28,"inci.A.H3",7341.83172383439
"1179",2011,28,"inci.B",5873.46537906751
"1180",2011,29,"inci.A.H1",0
"1181",2011,29,"inci.A.H3",7211.36601203449
"1182",2011,29,"inci.B",7211.36601203449
"1183",2011,30,"inci.A.H1",0
"1184",2011,30,"inci.A.H3",4919.9013976237
"1185",2011,30,"inci.B",1639.96713254123
"1186",2011,31,"inci.A.H1",6752.07092824662
"1187",2011,31,"inci.A.H3",4501.38061883108
"1188",2011,31,"inci.B",4220.04433015414
"1189",2011,32,"inci.A.H1",4040.44416068815
"1190",2011,32,"inci.A.H3",12121.3324820645
"1191",2011,32,"inci.B",2938.50484413684
"1192",2011,33,"inci.A.H1",5599.45019972529
"1193",2011,33,"inci.A.H3",13998.6254993132
"1194",2011,33,"inci.B",4522.63285362427
"1195",2011,34,"inci.A.H1",0
"1196",2011,34,"inci.A.H3",16222.3388836176
"1197",2011,34,"inci.B",8848.54848197326
"1198",2011,35,"inci.A.H1",7803.48525118746
"1199",2011,35,"inci.A.H3",11705.2278767812
"1200",2011,35,"inci.B",1393.47950914062
"1201",2011,36,"inci.A.H1",3906.35362445782
"1202",2011,36,"inci.A.H3",11719.0608733735
"1203",2011,36,"inci.B",2840.98445415114
"1204",2011,37,"inci.A.H1",0
"1205",2011,37,"inci.A.H3",22043.1832882811
"1206",2011,37,"inci.B",5186.6313619485
"1207",2011,38,"inci.A.H1",0
"1208",2011,38,"inci.A.H3",15466.2048407066
"1209",2011,38,"inci.B",9517.66451735789
"1210",2011,39,"inci.A.H1",1807.73224355672
"1211",2011,39,"inci.A.H3",32539.1803840209
"1212",2011,39,"inci.B",7106.25778501606
