"","YEAR","WEEK","inci.A.H1"
"215",2008,7,787816.794287426
"216",2008,8,585192.376807411
"217",2008,9,311189.951982606
"218",2008,10,166127.425096067
"219",2008,11,144779.675970066
"220",2008,12,82173.5087758912
"221",2008,13,33200.9852844414
"222",2008,14,32611.2891671429
"223",2008,15,16095.9995224921
"224",2008,16,0
"225",2008,17,17231.419120473
"226",2008,18,5200.2522178886
"227",2008,19,0
"228",2008,20,0
"229",2008,21,3992.41368372353
"230",2008,22,0
"231",2008,23,0
"232",2008,24,NA
"233",2008,25,0
"234",2008,26,NA
"235",2008,27,NA
"236",2008,28,1870.59795590888
"237",2008,29,NA
"238",2008,30,3143.34121855988
"239",2008,31,0
"240",2008,32,12473.4882730486
"241",2008,33,NA
"242",2008,34,3115.74094300061
"243",2008,35,NA
"244",2008,36,11469.5577541835
"245",2008,37,0
"246",2008,38,15235.4576185688
"247",2008,39,15634.6930576903
"248",2008,40,12422.2527502962
"249",2008,41,10320.4508380252
"250",2008,42,26469.8950869605
"251",2008,43,44250.8291749561
"252",2008,44,30138.5680253497
"253",2008,45,47320.5958493211
"254",2008,46,40946.5507341241
"255",2008,47,45616.7784504096
"256",2008,48,87415.2030883788
"257",2008,49,76501.0338791392
"258",2008,50,97940.8984840611
"259",2008,51,136244.424546229
"260",2008,52,218241.020519457
"261",2008,53,254185.630437713
"262",2009,1,287764.239923033
"263",2009,2,420470.215076777
"264",2009,3,719371.184091519
"265",2009,4,1048139.20809926
"266",2009,5,1460438.20891425
"267",2009,6,1682471.98199263
"268",2009,7,1522668.66010545
"269",2009,8,1302383.05339496
"270",2009,9,1100722.87982733
"271",2009,10,722047.646174571
"272",2009,11,564599.761022744
"273",2009,12,399745.451885067
"274",2009,13,233643.601057851
"275",2009,14,179004.917524837
"276",2009,15,73298.8832016778
"277",2009,16,118049.887275716
"278",2009,17,643278.400791223
"279",2009,18,783180.407136396
"280",2009,19,1044072.55165391
"281",2009,20,2752266.87429372
"282",2009,21,3907712.43459486
"283",2009,22,3446434.2720813
"284",2009,23,3002984.86004072
"285",2009,24,2597796.70358306
"286",2009,25,1859704.99385933
"287",2009,26,1493153.94676603
"288",2009,27,1262758.06878038
"289",2009,28,988151.375623062
"290",2009,29,937339.080085892
"291",2009,30,965421.085323867
"292",2009,31,803312.646321132
"293",2009,32,797639.342880163
"294",2009,33,1215507.47523362
"295",2009,34,1647921.70123417
"296",2009,35,2528768.58127335
"297",2009,36,2897210.68470461
"298",2009,37,3209786.64912526
"299",2009,38,3317526.45802958
"300",2009,39,4507500.38711688
"301",2009,40,5820933.28458198
"302",2009,41,7862249.74611016
"303",2009,42,9198139.23211963
"304",2009,43,8067069.120095
"305",2009,44,6008051.7804507
"306",2009,45,4189294.74838609
"307",2009,46,2292715.63341889
"308",2009,47,1535115.63806829
"309",2009,48,862646.054495613
"310",2009,49,568005.589236498
"311",2009,50,453505.721885705
"312",2009,51,410095.10064832
"313",2009,52,392157.390937849
"314",2010,1,236932.273492946
"315",2010,2,258384.887392154
"316",2010,3,332618.992494162
"317",2010,4,293553.35972952
"318",2010,5,324073.422172946
"319",2010,6,278852.692666666
"320",2010,7,286011.432875468
"321",2010,8,330238.694106073
"322",2010,9,346169.811879366
"323",2010,10,370964.896177548
"324",2010,11,294903.259944225
"325",2010,12,194233.460708707
"326",2010,13,188350.630584896
"327",2010,14,100961.939479055
"328",2010,15,65112.0687640071
"329",2010,16,29652.6885174524
"330",2010,17,21753.9107063934
"331",2010,18,23157.4525941693
"332",2010,19,12901.6868745347
"333",2010,20,12663.5792174617
"334",2010,21,NA
"335",2010,22,5205.11097349586
"336",2010,23,2042.54435620385
"337",2010,24,1671.42082840221
"338",2010,25,4942.31610051342
"339",2010,26,2215.54456511075
"340",2010,27,1707.57120661498
"341",2010,28,2954.88378269221
"342",2010,29,4291.83466870051
"343",2010,30,1724.15254081262
"344",2010,31,7390.67605924466
"345",2010,32,11025.3701952248
"346",2010,33,7271.87445068227
"347",2010,34,15125.804293339
"348",2010,35,10217.8404995866
"349",2010,36,15795.0330631426
"350",2010,37,7651.41251427306
"351",2010,38,0
"352",2010,39,3012.88830785669
"353",2010,40,14777.8921159506
"354",2010,41,23657.6048219978
"355",2010,42,16423.105386012
"356",2010,43,19907.1840802915
"357",2010,44,22409.8123048718
"358",2010,45,26395.5036561549
"359",2010,46,37108.410432236
"360",2010,47,23821.3641725253
"361",2010,48,52612.8985911971
"362",2010,49,61775.1135006984
"363",2010,50,122615.831438012
"364",2010,51,216645.022890682
"365",2010,52,330502.837772302
"366",2011,1,378384.059775077
"367",2011,2,668506.144549863
"368",2011,3,1066839.43477334
"369",2011,4,1379200.30343312
"370",2011,5,1705469.28610059
"371",2011,6,1613945.70986844
"372",2011,7,1733223.88760085
"373",2011,8,1354886.92830474
"374",2011,9,990867.889649107
"375",2011,10,686498.25187086
"376",2011,11,453153.995490327
"377",2011,12,258951.324180008
"378",2011,13,176155.902381046
"379",2011,14,85257.679832424
"380",2011,15,44580.6452687393
"381",2011,16,34874.1822998276
"382",2011,17,16561.6217942919
"383",2011,18,13664.5208125037
"384",2011,19,3411.17651104005
"385",2011,20,4609.04358733916
"386",2011,21,6636.04277463936
"387",2011,22,9970.56384327499
"388",2011,23,NA
"389",2011,24,8195.17481725714
"390",2011,25,NA
"391",2011,26,4983.9702116473
"392",2011,27,4745.26496544376
"393",2011,28,0
"394",2011,29,0
"395",2011,30,0
"396",2011,31,6752.07092824662
"397",2011,32,4040.44416068815
"398",2011,33,5599.45019972529
"399",2011,34,0
"400",2011,35,7803.48525118746
"401",2011,36,3906.35362445782
"402",2011,37,0
"403",2011,38,0
"404",2011,39,1807.73224355672
"405",2011,40,4985.29763798088
"406",2011,41,0
"407",2011,42,3806.00796860419
"408",2011,43,0
"409",2011,44,1855.3093557118
"410",2011,45,4162.09683422602
"411",2011,46,0
"412",2011,47,8135.85780061973
"413",2011,48,3173.5713958829
"414",2011,49,10309.5172193068
"415",2011,50,5845.20932154673
"416",2011,51,12266.3663921633
"417",2011,52,7173.77067884408
"418",2012,1,21387.2043387437
"419",2012,2,35632.2053835817
"420",2012,3,59214.2583383997
"421",2012,4,97998.1207822109
"422",2012,5,154219.899572107
"423",2012,6,195194.814769602
"424",2012,7,275404.458386307
"425",2012,8,374036.085032646
"426",2012,9,487794.330778475
"427",2012,10,535221.01882656
"428",2012,11,613869.687486769
"429",2012,12,429564.106264895
"430",2012,13,301154.060165964
"431",2012,14,280406.801224075
"432",2012,15,177850.188793475
"433",2012,16,118188.398287539
"434",2012,17,80851.7560101632
"435",2012,18,66722.3873417686
"436",2012,19,44517.3079920467
"437",2012,20,32905.1202617788
"438",2012,21,21177.0624637558
"439",2012,22,6173.13650014132
"440",2012,23,15429.3322731683
"441",2012,24,4788.86362218508
"442",2012,25,4690.52261481381
"443",2012,26,0
"444",2012,27,3543.0459601976
"445",2012,28,7919.35476603752
"446",2012,29,0
"447",2012,30,3413.16689507131
"448",2012,31,1477.85050052407
"449",2012,32,1365.63799204037
"450",2012,33,7543.17526158707
"451",2012,34,9387.25370590475
"452",2012,35,1564.63210884784
"453",2012,36,1732.29333597372
"454",2012,37,0
"455",2012,38,7493.32726280038
"456",2012,39,10320.9848431098
"457",2012,40,8569.73529073871
"458",2012,41,7827.37266280823
"459",2012,42,4312.30595376537
"460",2012,43,3245.94359977303
"461",2012,44,4944.32084776437
"462",2012,45,5556.04959593683
"463",2012,46,10002.9588990431
"464",2012,47,11623.1669350795
"465",2012,48,21734.8606830182
"466",2012,49,46956.9160285741
"467",2012,50,59700.1896031309
"468",2012,51,64260.7983199624
"469",2012,52,133407.881678939
"470",2013,1,114672.402971815
"471",2013,2,126998.930016431
"472",2013,3,140585.569238385
"473",2013,4,165217.333753337
"474",2013,5,154048.976355557
"475",2013,6,135263.865888032
"476",2013,7,88530.110846205
"477",2013,8,94604.0333931641
"478",2013,9,74841.6710753556
"479",2013,10,85480.8083803809
"480",2013,11,69585.5794803214
"481",2013,12,46216.320245118
"482",2013,13,51960.537140326
"483",2013,14,41691.1167272207
"484",2013,15,56896.3597767849
"485",2013,16,32145.962126052
"486",2013,17,39003.5150551833
"487",2013,18,19293.2236995422
"488",2013,19,16936.9212906595
"489",2013,20,16185.1656563141
"490",2013,21,20372.7370140633
"491",2013,22,28160.7455857738
"492",2013,23,25869.4267658036
"493",2013,24,41090.9445275067
"494",2013,25,48908.5657100376
"495",2013,26,49930.0969370337
"496",2013,27,33358.2018532104
"497",2013,28,36864.0118566628
"498",2013,29,36440.1523764853
"499",2013,30,39880.6759300336
"500",2013,31,40201.7433847365
"501",2013,32,46807.915026131
"502",2013,33,47936.4816435388
"503",2013,34,41024.3356629904
"504",2013,35,99365.382078127
"505",2013,36,86277.2043440006
"506",2013,37,96449.0569059019
"507",2013,38,82366.8841137702
"508",2013,39,121623.397068885
"509",2013,40,100770.415157847
"510",2013,41,91545.4734892959
"511",2013,42,82231.3208143492
"512",2013,43,111120.404402019
"513",2013,44,138313.836769271
"514",2013,45,211168.694276991
"515",2013,46,314823.370494266
"516",2013,47,439511.984009992
"517",2013,48,723515.055537398
"518",2013,49,1102218.11565554
"519",2013,50,1493088.5057788
"520",2013,51,2606137.01864784
"521",2013,52,4174458.20730123
"522",2014,1,3741181.0525311
"523",2014,2,2903746.33781946
"524",2014,3,2636665.85343263
"525",2014,4,2269590.02786393
"526",2014,5,1681819.54321342
"527",2014,6,1335440.42937608
"528",2014,7,988110.640850168
"529",2014,8,691669.018648596
"530",2014,9,475098.853778875
"531",2014,10,370486.998961374
"532",2014,11,294207.146516665
"533",2014,12,229171.702806425
"534",2014,13,177216.84723916
"535",2014,14,127020.718481429
"536",2014,15,68149.8422646501
"537",2014,16,40044.9998850882
"538",2014,17,38805.8988588633
"539",2014,18,15952.9875011205
"540",2014,19,12190.5589622237
"541",2014,20,11007.7398856223
"542",2014,21,5344.85634214139
"543",2014,22,4124.85006413073
"544",2014,23,3829.5074593485
"545",2014,24,3644.75712711256
"546",2014,25,4217.32695227333
"547",2014,26,1509.54503703789
"548",2014,27,3082.79702925608
"549",2014,28,4127.26890633079
"550",2014,29,0
"551",2014,30,2815.96980964466
"552",2014,31,2579.66684156552
"553",2014,32,5458.21595548313
"554",2014,33,1142.40988812881
"555",2014,34,3313.01102654926
"556",2014,35,6024.67689702005
"557",2014,36,8978.40368266822
"558",2014,37,1043.93394519946
"559",2014,38,5828.96490701653
"560",2014,39,1106.44708586157
"561",2014,40,1569.26595899233
"562",2014,41,4109.46607999931
"563",2014,42,4824.79803243923
"564",2014,43,3837.678190452
"565",2014,44,3147.72297286994
"566",2014,45,4682.43068405082
"567",2014,46,6113.90004639127
"568",2014,47,4405.20837251083
"569",2014,48,8015.27485509718
"570",2014,49,9179.4772922934
"571",2014,50,4610.46306962849
"572",2014,51,3438.94530662882
"573",2014,52,11078.3533733313
"574",2014,53,8492.8967639887
"575",2015,1,6717.93627501069
"576",2015,2,5660.47059384023
"577",2015,3,2941.78717894272
"578",2015,4,7670.19936698606
"579",2015,5,6706.6962890434
"580",2015,6,4822.26796630287
"581",2015,7,7012.25993363237
"582",2015,8,10730.1427804908
"583",2015,9,3137.13154360917
"584",2015,10,5333.66912172712
"585",2015,11,1357.97678049281
"586",2015,12,4888.71797646814
"587",2015,13,2779.47336021214
"588",2015,14,6455.5191309872
"589",2015,15,9345.74617336099
"590",2015,16,1392.55285567652
"591",2015,17,3809.62404096114
"592",2015,18,2202.7948395735
"593",2015,19,2305.46405867533
"594",2015,20,944.274584758924
"595",2015,21,1061.6027221094
"596",2015,22,0
"597",2015,23,1226.77220963082
"598",2015,24,1443.53000042757
"599",2015,25,0
"600",2015,26,1879.6444229213
"601",2015,27,2957.65559201748
"602",2015,28,2037.52678969391
"603",2015,29,1675.1948835284
"604",2015,30,0
"605",2015,31,3053.74956180893
"606",2015,32,2908.96740044697
"607",2015,33,1514.28316510803
"608",2015,34,2705.39848627576
"609",2015,35,2488.29579709257
"610",2015,36,709.580551165517
"611",2015,37,2875.88667255257
"612",2015,38,875.430770380213
"613",2015,39,4539.07012827842
"614",2015,40,2725.87310752394
"615",2015,41,5314.47332568131
"616",2015,42,8114.89758193188
"617",2015,43,9558.79772760552
"618",2015,44,5540.20440800127
"619",2015,45,12310.8200862321
"620",2015,46,12841.5030951222
"621",2015,47,24729.9950789217
"622",2015,48,28439.9271656055
"623",2015,49,35540.7553027846
"624",2015,50,75515.1014051716
"625",2015,51,107501.062393662
"626",2015,52,128643.020235976
"627",2016,1,159750.807690786
"628",2016,2,214168.406243947
"629",2016,3,304662.09386793
"630",2016,4,402142.691363829
"631",2016,5,573436.995837653
"632",2016,6,825404.373134728
"633",2016,7,1248663.95408395
"634",2016,8,1572105.85918431
"635",2016,9,1847983.51158114
"636",2016,10,2225255.31362419
"637",2016,11,1548691.06953752
"638",2016,12,1172567.19397378
"639",2016,13,863724.237752423
"640",2016,14,555126.324466646
"641",2016,15,430856.068242029
"642",2016,16,312479.67161009
"643",2016,17,181013.538979223
"644",2016,18,100056.829262713
"645",2016,19,57585.4562317507
"646",2016,20,36496.1938862145
"647",2016,21,19535.7136408009
"648",2016,22,9619.76636077552
"649",2016,23,8678.24911084178
"650",2016,24,9470.33609448538
"651",2016,25,5482.0774631583
"652",2016,26,3449.16303107358
"653",2016,27,2117.54933390664
"654",2016,28,878.809789681674
"655",2016,29,1974.346643555
"656",2016,30,1317.55661055385
"657",2016,31,726.173003654374
"658",2016,32,3945.59736159436
"659",2016,33,782.257618571717
"660",2016,34,7144.46733153381
"661",2016,35,9418.06495164892
"662",2016,36,2871.06504952933
"663",2016,37,7046.19377337606
"664",2016,38,5107.95160462161
"665",2016,39,4452.35209522337
"666",2016,40,5841.80315268322
"667",2016,41,6661.52200730581
"668",2016,42,5728.71297499192
"669",2016,43,7307.97896465608
"670",2016,44,8570.96088272446
"671",2016,45,3781.71204240854
"672",2016,46,6834.73975871244
"673",2016,47,6295.70312067235
"674",2016,48,8999.78947671563
"675",2016,49,9784.57502624382
"676",2016,50,14357.7140382755
"677",2016,51,32207.3620964155
"678",2016,52,35400.3864917242
"679",2017,1,41140.096674512
"680",2017,2,38764.021004939
"681",2017,3,55736.6407594121
"682",2017,4,44585.8676534836
"683",2017,5,57632.5167520024
"684",2017,6,85753.8863450379
"685",2017,7,85534.9361770869
"686",2017,8,112583.757521593
"687",2017,9,63096.1358168609
"688",2017,10,57839.3354848725
"689",2017,11,36515.0776503995
"690",2017,12,38612.6617849582
"691",2017,13,31530.1912543948
"692",2017,14,19808.74388562
"693",2017,15,5880.02277915012
"694",2017,16,11570.5234720984
"695",2017,17,5572.8816449233
"696",2017,18,5030.28990496018
"697",2017,19,2687.52730127302
"698",2017,20,6076.0850318096
"699",2017,21,8846.28510774126
"700",2017,22,1765.2726024589
"701",2017,23,7761.1625069266
"702",2017,24,9807.74444479395
"703",2017,25,6158.04158000425
"704",2017,26,6277.39010224206
"705",2017,27,12326.7279661122
"706",2017,28,4845.44989463156
"707",2017,29,8472.54062612906
"708",2017,30,7843.57740675041
"709",2017,31,8428.17316390768
"710",2017,32,5720.31166442576
"711",2017,33,4994.9834593531
"712",2017,34,5676.00041463987
"713",2017,35,16374.6522913224
"714",2017,36,8661.82985626728
"715",2017,37,5422.12906427616
"716",2017,38,1225.35119941365
"717",2017,39,5580.14975682467
"718",2017,40,8827.98939062089
"719",2017,41,9048.85776516938
"720",2017,42,8369.78640870116
"721",2017,43,18534.5839494383
"722",2017,44,17843.9821233679
"723",2017,45,22603.0231073433
"724",2017,46,44864.5639918903
"725",2017,47,43151.1794672639
"726",2017,48,42857.041060895
"727",2017,49,55876.5139578783
"728",2017,50,138863.521722474
"729",2017,51,288347.740184552
"730",2017,52,381966.058589329
"731",2018,1,380512.577048984
"732",2018,2,478165.030371413
"733",2018,3,638403.412821075
"734",2018,4,859235.685234501
"735",2018,5,932078.256190546
"736",2018,6,1015304.74665829
"737",2018,7,912509.71984627
"738",2018,8,495440.710044571
"739",2018,9,345202.784752
"740",2018,10,200794.433836673
"741",2018,11,259927.336698397
"742",2018,12,183203.561459088
"743",2018,13,183155.140561854
"744",2018,14,136647.096675585
"745",2018,15,122049.826998455
"746",2018,16,62271.3039149919
"747",2018,17,73707.9787778985
"748",2018,18,62285.6080227267
"749",2018,19,27001.547970792
"750",2018,20,36744.0582466246
"751",2018,21,35525.8778310158
"752",2018,22,19778.1356401156
"753",2018,23,19890.7971953318
"754",2018,24,13868.2755069283
"755",2018,25,3834.28844574253
"756",2018,26,5812.35525751596
"757",2018,27,14305.5531022959
"758",2018,28,11261.148032971
"759",2018,29,19025.5284260674
"760",2018,30,15401.2591637088
"761",2018,31,8993.45951861734
"762",2018,32,9188.59592234161
"763",2018,33,7271.79244833043
"764",2018,34,21153.9379692005
"765",2018,35,24926.3270118566
"766",2018,36,28164.8601156127
"767",2018,37,40175.854596719
"768",2018,38,35099.5856287603
"769",2018,39,32944.4385705317
"770",2018,40,51692.7266303003
"771",2018,41,61703.5123055771
"772",2018,42,68362.3685319455
"773",2018,43,77596.5788852493
"774",2018,44,99584.3173837637
"775",2018,45,145078.163424173
"776",2018,46,179008.520908615
"777",2018,47,285143.012210881
"778",2018,48,287125.367696311
"779",2018,49,415748.302485624
"780",2018,50,833231.467537347
"781",2018,51,1421443.823379
"782",2018,52,2069989.0521593
"783",2019,1,1375877.74855
"784",2019,2,1345534.45347953
"785",2019,3,1678283.35183467
"786",2019,4,2100454.39996398
"787",2019,5,2506886.50230073
"788",2019,6,2876277.3718855
"789",2019,7,2845231.678408
"790",2019,8,2443931.39398967
"791",2019,9,1877680.24885169
"792",2019,10,1683206.73724509
"793",2019,11,1391707.24325256
"794",2019,12,947625.441974841
"795",2019,13,603497.504005093
"796",2019,14,376084.612834911
"797",2019,15,222394.646903606
"798",2019,16,139855.400815654
"799",2019,17,83859.8813887797
"800",2019,18,61153.2222981899
"801",2019,19,46376.8027009137
"802",2019,20,43923.2989541841
"803",2019,21,32197.8409949358
"804",2019,22,26707.6712171901
"805",2019,23,22232.0183737399
"806",2019,24,17910.2463502693
"807",2019,25,14906.1004078023
"808",2019,26,16511.5970798097
"809",2019,27,26199.5943883742
"810",2019,28,8199.99879600499
"811",2019,29,9154.68961334169
"812",2019,30,18162.893882204
"813",2019,31,14434.6617029296
"814",2019,32,6288.68589175684
"815",2019,33,15815.3127244417
"816",2019,34,16919.0136499308
"817",2019,35,18484.6704189331
"818",2019,36,15821.7065233893
"819",2019,37,10962.5562106052
"820",2019,38,23345.2923330793
"821",2019,39,15555.8736856861
"822",2019,40,17275.8032545162
"823",2019,41,20397.3510344146
"824",2019,42,22460.831156301
"825",2019,43,35992.3592133729
"826",2019,44,47034.2781781053
"827",2019,45,126442.42976992
"828",2019,46,165212.27346865
"829",2019,47,269799.311816371
"830",2019,48,398629.801098496
"831",2019,49,437659.497303711
"832",2019,50,676636.672417586
"833",2019,51,1261571.06336916
"834",2019,52,2348674.70662375
"835",2020,1,1925711.28192581
"836",2020,2,1817344.10484721
"837",2020,3,2439554.08893522
"838",2020,4,3102345.49399427
"839",2020,5,4060291.48311453
"840",2020,6,4481496.30395038
"841",2020,7,4173375.37977977
"842",2020,8,3737727.46715997
"843",2020,9,3289611.75033079
"844",2020,10,3122964.78745624
"845",2020,11,2576664.93276968
"846",2020,12,1382120.36148766
"847",2020,13,357137.568616301
"848",2020,14,114106.072274497
"849",2020,15,58899.6376361873
"850",2020,16,42593.588096163
"851",2020,17,22434.167274115
"852",2020,18,20843.8232065212
"853",2020,19,18420.6666445616
"854",2020,20,18173.6692145148
"855",2020,21,NA
"856",2020,22,4441.4492235411
"857",2020,23,NA
"858",2020,24,4427.61871162596
"859",2020,25,NA
"860",2020,26,NA
"861",2020,27,0
"862",2020,28,NA
"863",2020,29,NA
"864",2020,30,NA
"865",2020,31,NA
"866",2020,32,NA
"867",2020,33,NA
"868",2020,34,NA
"869",2020,35,NA
"870",2020,36,NA
"871",2020,37,0
"872",2020,38,NA
"873",2020,39,NA
"874",2020,40,NA
"875",2020,41,3328.85323518647
"876",2020,42,0
"877",2020,43,1958.94090982751
"878",2020,44,0
"879",2020,45,0
"880",2020,46,1438.52259022807
"881",2020,47,0
"882",2020,48,2961.44699550655
"883",2020,49,NA
"884",2020,50,1594.320902737
"885",2020,51,NA
"886",2020,52,NA
"887",2020,53,2080.15440248005
